MaMDID,ThreeGroup,FourGroup,Ancestry,GeoOrigin,RegNation,Fregion,Population,ANS,INA,IOB,MT,NAS,NAW,NBC,NBS,NFS,NO,OBS,PBD,PS,PZT,SPS,TPS,ZS
7500,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,4,,,1,,0,,2,,,1
7505,European,European,European,AmericanWhite,AmericanWhite,,,1,2,2,2,,2,2,,,1,,,,1,2,,1
7506,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,3,,,1,,0,,1,,,1
7507,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,3,,1,3,,,1,,0,,1,,,
7508,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,1,1,,,1,,0,,2,2,,1
7510,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,2,,1,2,,,0,,0,,1,,,1
7511,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,3,,1,4,,,0,,0,,1,2,,1
7512,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,2,,1,2,,,1,,0,,1,,,1
7522,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,1,,2,3,,,0,,0,,1,2,,2
7523,European,European,European,AmericanWhite,AmericanWhite,,,,3,2,3,,1,2,,,0,,0,,2,2,,1
7526,European,European,European,AmericanWhite,AmericanWhite,,,1,2,2,1,,3,4,,,,,0,,2,,,2
7528,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,2,,1,4,,,0,,,,2,,,1
7530,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,2,,2,3,,,1,,0,,3,,,1
7540,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,3,,1,3,,,1,,0,,1,,,
7542,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,2,,1,4,,,1,,0,,2,,,1
7543,European,European,European,AmericanWhite,AmericanWhite,,,2,1,2,1,,1,2,,,1,,0,,2,,,
7544,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,1,,1,4,,,0,,0,,1,2,,2
7545,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,1,,1,4,,,0,,,,1,2,,2
7547,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,3,,1,4,,,0,,1,,2,2,,1
7548,European,European,European,AmericanWhite,AmericanWhite,,,1,2,2,2,,2,1,,,0,,,,1,,,1
7552,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,1,,2,4,,,0,,0,,2,,,2
7554,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,3,,1,3,,,0,,0,,1,,,1
7555,European,European,European,AmericanWhite,AmericanWhite,,,1,1,1,3,,2,2,,,0,,,,2,2,,2
7556,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,1,,3,1,,,1,,1,,1,,,2
7560,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,1,3,,,1,,0,,1,2,,
7562,European,European,European,AmericanWhite,AmericanWhite,,,1,2,1,3,,2,1,,,0,,1,,3,,,2
7564,European,European,European,AmericanWhite,AmericanWhite,,,1,3,3,1,,3,1,,,1,,0,,1,2,,1
7568,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,1,,2,3,,,0,,,,1,,,2
7579,European,European,European,AmericanWhite,AmericanWhite,,,2,1,2,1,,3,2,,,0,,0,,2,,,1
7580,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,,1,4,,,0,,0,,1,,,2
7581,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,1,,1,4,,,0,,0,,2,2,,1
7584,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,3,,1,2,,,1,,1,,1,,,2
7586,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,3,,1,3,,,,,0,,2,2,,2
7590,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,,2,4,,,1,,0,,1,2,,2
7591,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,1,1,,,1,,0,,2,2,,2
7593,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,3,,,0,,0,,1,2,,1
7595,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,3,,,0,,,,2,,,1
7596,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,3,,1,4,,,1,,0,,1,2,,
7597,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,1,,1,4,,,0,,0,,2,2,,2
7598,European,European,European,AmericanWhite,AmericanWhite,,,1,2,2,2,,2,4,,,0,,0,,1,2,,2
7599,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,,2,4,,,1,,,,1,,,
7600,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,2,,2,0,,,0,,0,,2,,,1
7601,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,1,,1,3,,,0,,0,,1,,,1
7604,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,,2,3,,,0,,0,,1,,,2
7605,European,European,European,AmericanWhite,AmericanWhite,,,3,2,1,1,,2,3,,,0,,,,1,2,,1
7607,European,European,European,AmericanWhite,AmericanWhite,,,1,3,3,2,,3,0,,,1,,0,,1,,,1
7608,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,3,,2,3,,,1,,0,,2,2,,2
7609,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,2,,3,3,,,0,,,,2,2,,1
7610,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,2,4,,,1,,0,,,2,,2
7611,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,2,,1,4,,,0,,1,,1,,,1
7612,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,1,,,0,,,,1,,,2
7613,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,1,,1,4,,,0,,0,,1,,,
7614,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,3,,2,2,,,0,,0,,1,,,2
7616,European,European,European,AmericanWhite,AmericanWhite,,,,2,1,2,,2,4,,,0,,1,,2,2,,
7617,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,1,,1,4,,,1,,0,,1,,,
7618,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,,2,3,,,1,,1,,1,2,,1
7619,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,3,,3,3,,,1,,0,,1,,,1
7620,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,2,,1,3,,,1,,1,,1,2,,0
7621,European,European,European,AmericanWhite,AmericanWhite,,,3,2,1,1,,1,2,,,0,,0,,2,,,2
7623,European,European,European,AmericanWhite,AmericanWhite,,,1,3,3,1,,3,1,,,1,,1,,1,1,,1
7624,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,1,,1,4,,,0,,1,,1,2,,1
7626,European,European,European,AmericanWhite,AmericanWhite,,,2,3,3,1,,3,1,,,0,,0,,1,1,,1
7628,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,1,,1,3,,,,,,,1,,,2
7629,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,3,,1,2,,,1,,0,,1,,,1
7632,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,1,,2,1,,,1,,0,,1,2,,1
7634,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,,2,2,,,,,1,,1,,,
7635,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,3,,1,2,,,1,,0,,1,2,,2
7636,European,European,European,AmericanWhite,AmericanWhite,,,3,2,1,2,,1,1,,,1,,0,,2,,,2
7638,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,1,,2,2,,,0,,,,1,,,
7639,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,4,,,,,0,,1,,,
7640,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,,1,4,,,1,,1,,2,,,1
7641,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,2,,2,2,,,1,,,,1,,,2
7642,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,,2,1,,,1,,0,,1,2,,2
7643,European,European,European,AmericanWhite,AmericanWhite,,,1,2,2,1,,1,3,,,1,,0,,2,,,1
7649,European,European,European,AmericanWhite,AmericanWhite,,,2,2,1,3,,1,2,,,1,,1,,1,2,,0
7651,European,European,European,AmericanWhite,AmericanWhite,,,3,2,1,1,,2,0,,,,,0,,2,2,,1
7652,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,,1,1,,,0,,0,,3,2,,1
7653,European,European,European,AmericanWhite,AmericanWhite,,,3,2,1,1,,2,1,,,0,,1,,1,2,,2
7655,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,2,,1,1,,,1,,0,,1,,,1
7657,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,2,,2,2,,,0,,0,,1,,,1
7660,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,2,,2,4,,,0,,1,,1,2,,
7670,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,1,,3,3,,,0,,,,2,,,
7673,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,1,,2,4,,,0,,0,,2,2,,1
7676,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,,,0,,,,1,,,2
7677,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,3,,1,2,,,0,,0,,1,,,2
7680,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,1,4,,,0,,0,,2,2,,1
7698,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,1,,1,4,,,,,0,,2,,,2
7701,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,1,4,,,,,0,,2,2,,1
7703,European,European,European,AmericanWhite,AmericanWhite,,,2,2,1,1,,2,3,,,1,,0,,2,,,2
7704,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,,2,3,,,0,,0,,1,2,,2
7707,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,,,,1,,0,,1,2,,
7708,European,European,European,AmericanWhite,AmericanWhite,,,1,2,2,1,,1,4,,,0,,0,,2,,,1
7709,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,1,2,,,0,,0,,1,,,2
7711,European,European,European,AmericanWhite,AmericanWhite,,,2,2,2,2,,3,1,,,0,,0,,2,,,2
7725,European,European,European,AmericanWhite,AmericanWhite,,,,3,2,3,,1,4,,,0,,0,,1,,,1
7727,European,European,European,AmericanWhite,AmericanWhite,,,2,2,2,2,,1,4,,,0,,1,,1,,,2
7730,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,4,,,1,,1,,2,,,
7731,European,European,European,AmericanWhite,AmericanWhite,,,1,2,1,2,,2,3,,,0,,0,,2,,,2
7732,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,3,,2,1,,,1,,0,,2,,,2
7734,European,European,European,AmericanWhite,AmericanWhite,,,1,2,2,1,,2,4,,,0,,0,,1,,,1
7735,European,European,European,AmericanWhite,AmericanWhite,,,1,2,2,1,,1,4,,,0,,,,1,,,
7737,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,3,,1,4,,,0,,1,,1,,,2
7739,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,1,,1,4,,,0,,0,,1,,,2
7740,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,3,,,1,,,,1,,,2
7741,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,2,,1,2,,,1,,0,,2,2,,1
7742,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,,2,1,,,0,,0,,1,,,2
7743,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,,,,,,0,,1,,,2
7744,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,1,1,2,,0,2,,2,,,2,
7745,European,European,European,AmericanWhite,AmericanWhite,,,,3,1,1,,1,1,2,,0,2,,2,,,1,
7746,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,1,,0,2,,2,,,1,
7747,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,2,,1,4,2,,1,2,,3,,,1,
7748,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,1,0,2,,0,3,,1,,,2,
7749,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,1,1,,0,2,,2,,,2,
7750,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,1,,2,1,2,,1,1,,3,,,1,
7751,European,European,European,AmericanWhite,AmericanWhite,,,2,1,1,1,,2,1,2,,,2,,3,,,1,
7752,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,3,,1,3,1,,0,2,,2,,,3,
7753,European,European,European,AmericanWhite,AmericanWhite,,,1,2,1,2,,2,1,2,,1,3,,1,,,,
7754,European,European,European,AmericanWhite,AmericanWhite,,,2,2,1,1,,2,1,3,,1,2,,3,,,1,
7755,European,European,European,AmericanWhite,AmericanWhite,,,1,2,1,1,,2,1,2,,1,1,,1,,,,
7756,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,2,3,3,,0,2,,2,,,,
7757,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,2,1,1,,0,1,,2,,,2,
7758,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,2,,0,1,,1,,,1,
7759,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,2,,1,2,,2,,,2,
7760,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,3,1,2,,1,2,,3,,,3,
7761,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,,2,1,3,,0,1,,4,,,2,
7762,European,European,European,AmericanWhite,AmericanWhite,,,1,1,2,2,,2,0,2,,0,2,,4,,,1,
7763,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,2,4,2,,1,2,,2,,,2,
7764,European,European,European,AmericanWhite,AmericanWhite,,,1,2,1,1,,2,1,2,,0,2,,1,,,,
7765,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,1,1,2,,0,2,,3,,,2,
7766,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,2,,0,1,,2,,,2,
7767,European,European,European,AmericanWhite,AmericanWhite,,,2,2,2,1,,1,1,3,,0,2,,2,,,2,
7768,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,1,2,,0,2,,2,,,2,
7770,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,2,1,3,,1,2,,2,,,2,
7771,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,2,1,2,,0,2,,2,,,2,
7773,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,2,3,3,,1,2,,2,,,,
7774,European,European,European,AmericanWhite,AmericanWhite,,,,3,1,1,,2,,,,,2,,2,,,,
7775,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,3,4,,0,3,,2,,,,
7776,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,2,,2,1,2,,0,2,,3,,,2,
7777,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,3,2,,0,2,,2,,,2,
7778,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,2,1,3,,1,1,,2,,,,
7779,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,2,,0,2,,2,,,,
7780,European,European,European,AmericanWhite,AmericanWhite,,,2,2,2,1,,2,1,2,,1,2,,1,,,1,
7781,European,European,European,AmericanWhite,AmericanWhite,,,2,2,2,1,,1,1,2,,1,3,,2,,,2,
7783,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,1,2,,,2,,1,,,2,
7784,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,4,3,,0,2,,2,,,3,
7785,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,1,2,,0,3,,1,,,2,
7786,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,,,,,,1,,4,,,4,
7787,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,2,1,2,,,2,,,,,,
7788,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,2,4,2,,1,1,,2,,,2,
7789,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,1,1,2,,1,2,,3,,,3,
7790,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,2,,0,3,,2,,,2,
7792,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,2,,1,2,,2,,,1,
7793,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,1,2,,0,2,,1,,,2,
7794,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,2,,1,2,,2,,,,
7796,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,2,,1,2,,2,,,2,
7797,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,1,1,2,,1,2,,2,,,1,
7798,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,4,2,,1,2,,2,,,,
7799,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,2,,1,2,,2,,,,
7800,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,2,,1,1,2,,0,2,,2,,,2,
7801,European,European,European,AmericanWhite,AmericanWhite,,,1,2,1,2,,1,0,1,,0,3,,2,,,2,
7802,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,4,2,,1,2,,2,,,,
7803,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,2,1,,,0,2,,1,,,1,
7804,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,2,,0,3,,2,,,2,
7805,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,2,1,1,,1,2,,3,,,,
7806,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,1,,1,2,,,,,1,
7807,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,,2,1,3,,0,3,,3,,,,
7808,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,1,,0,2,,1,,,,
7809,European,European,European,AmericanWhite,AmericanWhite,,,2,2,1,1,,1,3,2,,0,3,,1,,,1,
7810,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,1,2,,0,2,,2,,,,
7812,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,1,1,,0,2,,3,,,3,
7814,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,3,,0,2,,1,,,3,
7815,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,1,2,,1,2,,2,,,,
7816,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,2,,0,2,,1,,,1,
7817,European,European,European,AmericanWhite,AmericanWhite,,,1,2,3,1,,2,3,3,,1,3,,4,,,1,
7818,European,European,European,AmericanWhite,AmericanWhite,,,1,2,1,2,,1,1,3,,1,1,,4,,,1,
7819,European,European,European,AmericanWhite,AmericanWhite,,,1,3,3,1,,1,1,3,,0,1,,,,,1,
7820,European,European,European,AmericanWhite,AmericanWhite,,,2,2,1,2,,1,1,2,,0,3,,1,,,2,
7821,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,3,,2,1,3,,1,2,,1,,,,
7822,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,1,4,2,,1,1,,1,,,1,
7823,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,4,2,,1,1,,1,,,2,
7824,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,1,2,,0,1,,1,,,3,
7827,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,2,0,1,,0,2,,1,,,,
7828,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,1,3,1,,1,2,,2,,,,
7829,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,2,1,2,,0,2,,1,,,1,
7831,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,2,,0,2,,1,,,2,
7832,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,1,2,,0,1,,1,,,1,
7834,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,2,1,2,,0,2,,1,,,3,
7835,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,2,,1,3,3,,0,2,,1,,,,
7836,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,2,,1,2,,1,,,,
7837,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,3,3,,0,1,,1,,,1,
7838,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,1,1,3,,0,3,,1,,,,
7839,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,2,3,2,,1,2,,1,,,,
7840,European,European,European,AmericanWhite,AmericanWhite,,,2,2,1,1,,2,1,3,,0,2,,1,,,,
7841,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,1,,1,1,2,,0,1,,1,,,2,
7842,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,1,0,3,,1,2,,2,,,2,
7843,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,2,,2,1,2,,0,2,,3,,,2,
7844,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,1,,2,3,3,,1,3,,3,,,2,
7845,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,2,,0,2,,2,,,2,
7846,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,2,,1,1,3,,1,2,,2,,,3,
7847,European,European,European,AmericanWhite,AmericanWhite,,,1,3,3,2,,2,4,2,,1,2,,2,,,1,
7848,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,1,3,2,,0,1,,1,,,,
7849,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,3,2,,0,1,,1,,,2,
7850,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,1,2,,0,1,,1,,,,
7851,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,1,2,,0,2,,1,,,,
7852,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,4,3,,0,3,,3,,,3,
7853,European,European,European,AmericanWhite,AmericanWhite,,,1,2,1,1,,1,1,2,,0,1,,1,,,1,
7854,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,,1,3,2,,0,2,,1,,,1,
7855,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,3,,0,1,,1,,,3,
7856,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,3,3,,1,2,,,,,2,
7857,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,2,1,2,,1,1,,1,,,2,
7858,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,2,1,2,,1,2,,1,,,1,
7859,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,1,2,,1,2,,2,,,2,
7860,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,,1,4,3,,1,2,,2,,,,
7861,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,1,1,2,,0,2,,1,,,,
7862,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,,1,1,2,,1,2,,1,,,2,
7863,European,European,European,AmericanWhite,AmericanWhite,,,2,2,1,1,,2,3,2,,0,2,,1,,,2,
7864,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,,1,1,3,,1,1,,3,,,2,
7865,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,1,,1,1,2,,1,1,,1,,,,
7866,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,2,,1,4,3,,0,2,,2,,,,
7867,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,,1,4,3,,0,2,,1,,,2,
7872,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,1,1,1,2,0,1,1,3,1,2,3,0
7873,European,European,European,AmericanWhite,AmericanWhite,,,,3,1,1,1,1,3,2,1,,1,0,,1,1,2,1
7874,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,1,1,2,1,2,1,1,2,0,3,1,2,2,0
7875,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,2,1,1,3,2,1,,2,0,,1,2,2,1
7876,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,0,1,1,1,1,1,1,1,0,,0,2,2,0
7877,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,1,3,1,1,1,1,0,2,1,1,2,0
7878,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,2,1,1,1,2,1,1,2,0,3,1,2,1,2
7879,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,0,3,2,4,2,2,1,1,1,3,1,2,1,0
7882,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,3,2,1,0,2,1,,1,1,,1
7883,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,1,3,2,1,1,2,0,2,1,2,2,0
7884,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,1,3,2,1,2,2,0,1,,3,1,2,2,0
7886,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,1,2,3,1,1,,2,1,3,1,2,,0
7887,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,1,3,2,1,,1,1,3,1,2,2,0
7889,European,European,European,AmericanWhite,AmericanWhite,,,,,1,,1,,3,1,2,0,2,0,,2,1,,0
7892,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,1,1,2,1,1,1,1,,1,1,,0
7893,European,European,European,AmericanWhite,AmericanWhite,,,,3,1,1,1,1,1,2,1,,2,0,,1,1,1,0
7894,European,European,European,AmericanWhite,AmericanWhite,,,1,1,1,1,1,2,3,2,1,1,2,0,3,1,2,2,1
7895,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,3,1,2,3,2,1,0,1,0,2,1,1,2,0
7896,European,European,European,AmericanWhite,AmericanWhite,,,,4,1,0,1,2,3,2,2,0,1,0,,1,2,2,1
7898,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,0,1,2,3,2,1,0,1,1,,0,1,1,0
7899,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,1,3,2,4,0,2,0,,1,1,2,1
7900,European,European,European,AmericanWhite,AmericanWhite,,,,3,1,0,1,2,1,1,1,1,1,1,,1,1,1,0
7901,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,1,2,4,0,1,0,3,1,2,1,0
7902,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,2,1,2,1,0,1,0,3,1,1,3,1
7903,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,1,3,2,,,2,,2,0,,0,2,1,0
7904,European,European,European,AmericanWhite,AmericanWhite,,,1,1,2,0,1,2,,2,2,,1,1,1,1,2,1,0
7907,European,European,European,AmericanWhite,AmericanWhite,,,,3,2,1,3,2,,2,1,,2,1,,1,0,1,1
7908,European,European,European,AmericanWhite,AmericanWhite,,,2,3,3,0,1,2,3,2,2,1,1,0,3,1,2,1,1
7909,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,1,1,2,2,0,2,1,,1,2,1,0
7910,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,1,,,1,2,2,1,1,1,,0,1,2,0
7911,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,2,3,1,1,2,1,1,2,0,,1,1,2,1
7914,European,European,European,AmericanWhite,AmericanWhite,,,,3,1,1,1,2,1,2,2,1,1,0,,2,2,,0
