MaMDID,ThreeGroup,FourGroup,Ancestry,GeoOrigin,RegNation,Fregion,Population,ANS,INA,IOB,MT,NAS,NAW,NBC,NBS,NFS,NO,OBS,PBD,PS,PZT,SPS,TPS,ZS
7915,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,1,1,1,2,2,0,1,0,3,2,2,1,0
7916,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,1,1,1,1,2,2,0,2,0,3,0,2,2,1
7917,European,European,European,AmericanWhite,AmericanWhite,,,,5,2,1,1,1,,,4,,2,0,,1,1,,0
7918,European,European,European,AmericanWhite,AmericanWhite,,,,3,2,0,1,1,1,1,1,0,2,1,,1,1,1,1
7919,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,0,1,2,1,2,2,0,1,0,3,1,2,2,1
7920,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,1,1,1,1,1,1,0,1,1,3,2,1,2,1
7921,European,European,European,AmericanWhite,AmericanWhite,,,,5,2,1,3,3,0,2,1,0,2,0,,0,2,2,1
7923,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,1,2,1,2,1,1,1,1,,2,2,1,1
7924,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,1,1,2,2,,2,0,,1,2,1,1
7925,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,2,1,2,1,0,1,0,3,1,1,2,1
7928,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,2,4,2,1,1,1,0,,2,2,2,1
7929,European,European,European,AmericanWhite,AmericanWhite,,,1,1,1,0,1,2,1,2,1,,1,0,,2,1,1,0
7930,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,2,1,2,2,0,1,1,,1,2,2,1
7931,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,2,4,2,1,0,1,1,,1,1,1,1
7932,European,European,European,AmericanWhite,AmericanWhite,,,2,4,3,1,1,2,1,2,4,0,1,0,3,0,2,,
7933,European,European,European,AmericanWhite,AmericanWhite,,,,,1,0,,,1,,2,,3,0,,1,2,,0
7937,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,4,2,1,,2,1,3,2,2,2,0
7938,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,2,1,2,1,0,1,0,3,2,2,1,1
7939,European,European,European,AmericanWhite,AmericanWhite,,,2,3,,,,,,,1,,,0,2,2,1,2,1
7940,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,1,1,1,2,1,,1,0,3,1,2,1,0
7941,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,1,2,1,,1,1,3,2,2,1,
7944,European,European,European,AmericanWhite,AmericanWhite,,,,5,2,0,1,2,1,2,1,,2,0,,1,2,2,1
7945,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,0,1,3,1,2,1,1,1,0,3,1,1,2,1
7948,European,European,European,AmericanWhite,AmericanWhite,,,2,5,1,0,1,2,1,2,4,1,2,0,3,1,1,,0
7950,European,European,European,AmericanWhite,AmericanWhite,,,3,4,,1,,,,,,,,0,2,,,,1
7951,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,1,2,2,0,2,0,,1,2,2,1
7952,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,4,2,2,0,2,0,3,2,2,1,1
7953,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,0,1,2,1,2,2,0,3,1,3,1,0,1,0
7954,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,1,1,4,2,2,0,1,1,,1,2,,0
7955,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,1,1,,2,4,0,1,0,3,1,2,1,1
7956,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,1,2,2,4,2,4,1,3,1,4,2,1,2,1
7957,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,4,2,1,0,3,0,,2,2,,1
7958,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,2,1,2,1,0,1,0,,1,1,,0
7959,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,2,1,2,2,,1,0,3,1,0,2,1
7960,European,European,European,AmericanWhite,AmericanWhite,,,,3,,,,,,2,2,,,0,,1,1,,
7962,European,European,European,AmericanWhite,AmericanWhite,,,,4,1,0,1,1,3,2,1,,1,1,2,1,1,1,1
7963,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,4,,2,,2,1,2,0,2,1,0
7964,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,2,1,2,1,2,2,,2,1,3,0,2,3,1
7965,European,European,European,AmericanWhite,AmericanWhite,,,,3,2,1,1,2,1,2,4,,3,0,,1,2,,0
7966,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,2,1,2,1,0,1,0,,2,1,1,0
7967,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,0,1,1,1,2,1,1,1,1,,1,2,1,1
7970,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,1,1,2,1,2,2,0,1,0,3,2,2,1,1
7971,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,0,1,2,1,2,1,,1,0,,1,2,1,0
7972,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,,2,4,,1,0,3,1,1,2,1
7973,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,2,2,1,2,1,0,1,0,,1,0,2,1
7975,European,European,European,AmericanWhite,AmericanWhite,,,2,5,,,,,,,4,,,0,,,1,1,
7976,European,European,European,AmericanWhite,AmericanWhite,,,1,5,1,0,1,2,1,2,1,1,1,1,,1,2,2,1
7977,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,0,1,3,3,2,2,,1,0,,3,0,,0
7978,European,European,European,AmericanWhite,AmericanWhite,,,,5,2,1,3,1,,,1,,3,1,,1,2,2,1
7979,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,1,1,2,3,2,4,0,2,0,,1,0,1,1
7980,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,1,4,2,2,1,2,0,3,1,2,2,0
7981,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,1,2,3,2,2,0,1,0,3,2,0,1,0
7982,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,2,1,2,1,0,3,0,4,2,2,,1
7983,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,0,1,2,3,2,2,0,1,0,3,2,0,2,1
7984,European,European,European,AmericanWhite,AmericanWhite,,,3,2,2,0,1,1,1,1,1,0,1,0,3,2,2,1,0
7985,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,0,1,2,3,2,1,0,1,0,,1,1,1,0
7986,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,0,1,2,1,2,2,,1,0,3,1,1,2,
7988,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,2,1,2,1,1,2,0,3,1,1,1,1
7989,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,4,2,1,0,2,0,,1,2,2,0
7991,European,European,European,AmericanWhite,AmericanWhite,,,,5,2,0,1,2,3,2,1,1,1,0,,1,2,3,0
7992,European,European,European,AmericanWhite,AmericanWhite,,,,,1,0,1,2,,2,2,,2,0,3,1,0,1,
7993,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,0,1,1,4,4,,,3,0,,1,1,4,0
7996,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,0,1,2,1,2,1,0,1,0,3,1,2,1,1
7997,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,0,1,2,1,2,1,1,2,0,,3,2,1,
7998,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,0,1,1,1,2,1,0,1,0,,1,1,1,1
7999,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,1,1,2,1,1,2,0,,1,2,,0
8000,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,0,1,1,1,2,1,0,2,0,3,2,2,,0
8002,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,0,1,1,,2,1,,1,0,,1,0,2,0
8003,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,3,2,0,2,2,0,2,0,4,3,2,1,0
8004,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,2,1,2,1,0,1,0,,2,2,1,0
8005,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,2,,,1,,1,0,,1,2,2,0
8006,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,1,1,2,4,2,4,0,1,1,,1,2,2,0
8007,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,4,2,2,1,1,0,3,1,0,3,0
8008,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,1,1,1,1,2,1,1,1,0,2,2,1,3,0
8012,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,1,2,1,0,1,0,3,1,1,1,1
8013,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,0,1,1,1,2,2,0,1,0,3,2,0,1,1
8014,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,0,1,1,1,2,1,,1,0,3,0,1,1,1
8016,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,0,1,2,1,2,1,1,1,0,3,1,1,,0
8017,European,European,European,AmericanWhite,AmericanWhite,,,2,5,1,1,1,1,1,2,2,1,1,0,3,1,2,1,0
8018,European,European,European,AmericanWhite,AmericanWhite,,,2,3,,,,,,,,,,0,3,,0,1,
8023,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,1,2,1,0,2,1,,1,1,1,0
8026,European,European,European,AmericanWhite,AmericanWhite,,,,5,2,0,1,3,4,2,4,0,1,0,3,3,2,1,0
8027,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,0,3,2,1,2,1,,1,0,,1,0,1,1
8028,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,0,3,2,1,2,2,0,3,0,,2,2,1,0
8029,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,2,,,1,2,1,0,1,0,,2,1,,
8030,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,0,1,1,1,2,1,0,1,0,3,1,2,1,0
8033,European,European,European,AmericanWhite,AmericanWhite,,,,,1,0,1,2,1,2,1,1,1,0,,1,2,1,1
8034,European,European,European,AmericanWhite,AmericanWhite,,,3,5,2,0,1,2,1,1,1,0,1,0,,3,2,2,
8035,European,European,European,AmericanWhite,AmericanWhite,,,2,4,3,1,2,2,1,,,,2,0,2,2,0,,1
8036,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,0,1,2,1,2,1,1,2,1,3,2,2,1,1
8037,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,1,2,1,2,1,0,1,0,3,1,1,1,0
8038,European,European,European,AmericanWhite,AmericanWhite,,,1,5,3,1,1,2,1,2,1,,2,0,,1,2,,1
8039,European,European,European,AmericanWhite,AmericanWhite,,,,4,1,0,1,2,1,2,1,,2,0,,1,0,1,1
8040,European,European,European,AmericanWhite,AmericanWhite,,,1,5,1,0,1,2,1,2,1,0,3,0,,1,1,2,0
8042,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,2,1,2,1,0,2,0,,1,1,3,1
8044,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,0,1,2,1,2,2,0,2,0,3,1,1,3,1
8045,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,0,1,2,1,2,1,1,2,0,,1,2,,0
8048,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,1,2,1,1,1,0,3,2,1,3,1
8053,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,2,1,2,1,2,1,0,3,0,,1,2,2,1
8054,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,2,3,2,1,,1,0,3,1,2,,1
8055,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,1,2,2,0,2,0,3,1,2,1,1
8056,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,0,1,2,1,2,4,1,1,0,3,1,2,2,0
8057,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,2,3,2,1,0,1,0,3,1,1,1,0
8060,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,2,2,0,1,2,0,1,0,3,2,1,1,1
8061,European,European,European,AmericanWhite,AmericanWhite,,,2,5,1,1,1,2,1,2,2,0,3,0,3,1,2,,
8062,European,European,European,AmericanWhite,AmericanWhite,,,3,5,2,1,1,2,3,3,2,0,1,0,,1,1,1,1
8065,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,3,3,2,1,1,1,0,4,1,1,2,1
8066,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,0,1,2,3,2,2,0,1,0,,1,1,1,0
8068,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,0,1,2,1,2,1,0,1,0,3,1,1,4,1
8069,European,European,European,AmericanWhite,AmericanWhite,,,3,5,1,1,1,1,,2,1,,1,0,,1,2,,1
8070,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,1,1,2,1,,,,2,1,3,1,2,,1
8071,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,2,1,2,2,0,1,0,,3,2,1,1
8072,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,2,1,2,4,,3,0,3,1,2,1,1
8073,European,European,European,AmericanWhite,AmericanWhite,,,1,5,1,1,1,1,1,1,1,,1,0,3,1,2,,1
8074,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,1,2,1,1,1,0,,1,0,,1
8075,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,1,1,3,2,4,0,1,0,3,0,2,2,1
8076,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,1,2,1,1,1,0,3,1,1,2,1
8077,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,2,4,2,1,,1,1,,1,2,2,0
8078,European,European,European,AmericanWhite,AmericanWhite,,,2,1,1,0,1,1,4,2,2,1,1,0,3,1,2,2,1
8079,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,2,3,2,1,1,2,0,3,3,2,2,0
8080,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,1,2,2,2,2,1,1,0,3,1,2,4,1
8081,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,2,4,2,2,1,2,1,3,1,2,1,0
8082,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,2,4,2,1,0,1,1,,1,2,3,1
8083,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,1,3,2,,2,2,,1,0,1,1,2,1,1
8084,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,2,3,2,1,0,1,0,1,1,1,,1
8085,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,2,1,2,1,1,3,0,,0,1,3,1
8086,European,European,European,AmericanWhite,AmericanWhite,,,3,5,2,1,1,2,1,2,2,0,1,0,3,1,2,3,
8087,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,0,1,2,1,2,1,1,1,0,,1,2,1,1
8088,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,1,3,1,,2,1,,2,0,,1,2,1,0
8089,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,1,1,1,3,2,1,1,1,0,3,2,1,4,1
8090,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,2,3,4,1,1,1,0,,1,1,2,0
8091,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,1,1,2,1,2,4,1,2,1,,1,1,,1
8092,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,1,1,2,1,2,1,1,2,0,3,1,2,3,1
8095,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,0,1,2,4,2,1,1,3,1,3,1,2,4,1
8096,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,,3,2,1,,3,0,,1,2,,0
8099,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,3,2,3,2,2,0,2,0,,2,0,2,1
8100,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,1,2,2,0,1,0,3,1,2,2,1
8101,European,European,European,AmericanWhite,AmericanWhite,,,3,5,2,1,1,2,1,2,2,1,1,0,,2,2,,1
8102,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,1,3,1,4,2,1,0,2,0,3,1,,,2
8103,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,1,1,1,3,2,1,0,3,0,2,2,2,2,1
8104,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,1,1,2,3,2,2,0,2,0,2,1,2,4,0
8105,European,European,European,AmericanWhite,AmericanWhite,,,1,5,1,2,1,2,1,2,1,0,1,0,,1,1,3,1
8106,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,1,1,2,1,2,1,0,1,0,2,1,0,3,1
8107,European,European,European,AmericanWhite,AmericanWhite,,,2,5,1,0,1,2,1,2,1,1,2,0,,1,1,3,1
8110,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,0,3,2,3,2,2,1,2,0,,1,2,1,1
8113,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,2,1,2,1,0,2,0,,1,2,1,1
8114,European,European,European,AmericanWhite,AmericanWhite,,,3,5,2,0,1,2,3,2,1,0,1,0,3,2,1,2,1
8117,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,3,1,2,4,0,2,0,3,1,2,1,1
8118,European,European,European,AmericanWhite,AmericanWhite,,,1,4,3,0,1,1,3,2,1,,1,0,2,1,1,2,0
8119,European,European,European,AmericanWhite,AmericanWhite,,,,,1,1,,2,3,2,4,0,2,0,,0,1,,1
8120,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,0,1,2,3,2,1,0,2,0,,1,1,1,1
8121,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,1,3,2,1,1,1,1,3,1,1,,2
8122,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,2,3,2,1,0,1,0,2,3,2,3,1
8123,European,European,European,AmericanWhite,AmericanWhite,,,2,5,1,0,1,2,1,2,1,0,2,0,,1,0,1,1
8124,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,2,3,2,1,0,1,0,,1,2,1,0
8125,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,1,1,2,4,0,2,0,3,1,2,2,1
8126,European,European,European,AmericanWhite,AmericanWhite,,,3,3,,1,,,,2,1,0,,0,,1,2,,1
8127,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,1,2,3,,,,1,1,3,1,2,2,1
8128,European,European,European,AmericanWhite,AmericanWhite,,,3,5,2,1,1,1,1,2,1,,2,0,2,1,2,2,1
8129,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,1,2,1,0,1,0,,1,1,2,1
8133,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,0,3,2,1,2,1,0,2,1,2,1,2,1,1
8134,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,2,3,2,2,0,2,0,2,1,2,3,1
8135,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,1,1,3,2,1,0,2,0,3,2,1,,1
8136,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,0,1,1,,,2,,1,0,3,2,2,2,1
8139,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,0,1,1,3,2,4,0,1,0,,1,0,2,1
8140,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,1,3,2,3,1,1,0,1,0,3,2,2,1,1
8156,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,2,1,3,2,1,1,1,1,2,1,2,1,1
8169,European,European,European,AmericanWhite,AmericanWhite,,,3,5,2,0,1,1,3,2,1,0,1,0,,1,1,2,0
8170,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,1,3,2,1,0,2,0,3,1,1,2,0
8171,European,European,European,AmericanWhite,AmericanWhite,,,3,5,1,1,1,1,3,2,1,1,2,0,3,1,2,3,1
8178,European,European,European,AmericanWhite,AmericanWhite,,,2,3,3,1,,2,0,2,,0,1,,1,,,1,
8181,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,2,2,2,2,0,1,0,3,1,2,,0
8189,European,European,European,AmericanWhite,AmericanWhite,,,,3,1,2,,2,0,3,,1,2,,1,,,2,
8203,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,0,1,1,3,2,1,0,1,0,2,1,2,3,0
8216,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,0,1,1,3,2,1,1,1,0,,1,1,1,1
8231,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,1,2,1,1,3,2,1,1,0,,1,0,1,0
8245,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,0,1,1,2,2,1,0,3,0,,1,2,1,0
8246,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,0,1,1,2,2,1,1,1,0,3,1,1,2,1
8247,European,European,European,AmericanWhite,AmericanWhite,,,2,2,2,1,1,1,3,2,2,0,3,,3,0,1,,1
8251,European,European,European,AmericanWhite,AmericanWhite,,,,3,1,1,,2,0,3,,1,1,,3,,,,
8252,European,European,European,AmericanWhite,AmericanWhite,,,3,3,2,1,,2,3,3,,0,2,,4,,,2,
8274,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,1,1,3,3,1,1,0,2,0,2,4,0
8300,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,0,1,1,1,3,1,1,1,0,1,2,2,2,0
8311,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,1,1,2,3,2,1,0,2,0,2,1,2,2,1
8319,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,0,1,2,,,,,2,1,,2,2,3,2
8320,European,European,European,AmericanWhite,AmericanWhite,,,,4,1,0,1,1,2,2,1,0,2,1,,1,0,1,1
8327,European,European,European,AmericanWhite,AmericanWhite,,,2,3,2,0,1,1,1,2,4,0,2,1,3,1,0,2,0
8351,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,1,1,1,3,2,2,0,2,0,3,1,2,1,2
8352,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,1,1,1,3,2,1,0,1,0,3,2,2,4,1
8353,European,European,European,AmericanWhite,AmericanWhite,,,2,1,1,2,3,2,1,3,1,0,1,0,1,1,1,4,0
8360,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,0,1,2,2,2,1,0,1,0,,1,1,2,0
8361,European,European,European,AmericanWhite,AmericanWhite,,,1,1,3,0,1,2,3,2,2,,1,0,3,0,1,2,1
8368,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,1,1,1,3,2,1,0,3,1,,1,1,3,1
8369,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,2,1,3,2,4,0,2,0,3,2,2,1,0
8385,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,2,3,2,2,0,1,0,,1,1,4,1
8389,European,European,European,AmericanWhite,AmericanWhite,,,,,2,0,1,2,3,1,1,1,1,0,,3,2,,1
8394,European,European,European,AmericanWhite,AmericanWhite,,,2,5,1,1,1,1,3,2,2,,2,0,3,3,1,4,1
8395,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,0,1,3,3,2,1,1,2,0,,1,1,,1
8396,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,1,1,1,1,1,1,2,0,3,1,2,,1
8408,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,3,1,2,2,2,1,0,1,0,,0,1,2,2
8411,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,2,3,2,2,0,2,0,3,1,2,2,1
8412,European,European,European,AmericanWhite,AmericanWhite,,,,3,2,1,1,1,1,2,1,0,1,0,,2,1,1,1
8416,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,1,1,1,3,2,1,1,1,0,2,1,0,,1
8419,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,1,2,2,1,1,3,1,3,1,2,1,1
8422,European,European,European,AmericanWhite,AmericanWhite,,,2,3,1,2,,2,,2,,0,1,,3,,,4,
8425,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,0,1,1,3,2,1,0,1,0,,1,1,1,
8428,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,0,2,1,3,2,2,0,1,0,,2,1,1,0
8429,European,European,European,AmericanWhite,AmericanWhite,,,1,3,1,2,,2,3,2,,0,1,,1,,,2,
8435,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,1,1,2,2,,,0,1,0,,1,,,1
8440,European,European,European,AmericanWhite,AmericanWhite,,,1,3,2,0,1,2,1,2,4,1,2,1,2,2,2,1,0
8447,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,2,1,2,2,2,1,1,3,0,,1,1,1,1
8448,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,0,1,1,3,2,2,1,2,0,3,1,2,3,1
8449,European,European,European,AmericanWhite,AmericanWhite,,,3,3,1,0,1,2,3,2,2,0,2,0,,1,2,2,1
8450,European,European,European,AmericanWhite,AmericanWhite,,,,4,1,,,,3,2,2,0,1,0,,1,1,2,1
8458,European,European,European,AmericanWhite,AmericanWhite,,,1,4,2,0,1,1,3,2,1,0,3,0,,1,2,3,1
8463,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,0,1,1,3,2,1,0,3,1,3,1,2,1,1
8464,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,1,1,3,2,1,1,1,0,3,2,2,1,1
8467,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,1,1,2,2,2,4,0,3,1,,1,1,1,1
8468,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,1,2,2,2,4,0,3,0,,1,1,1,1
8469,European,European,European,AmericanWhite,AmericanWhite,,,2,4,2,0,1,1,3,2,4,0,1,0,3,1,1,2,0
8470,European,European,European,AmericanWhite,AmericanWhite,,,,5,2,1,1,1,2,2,1,0,1,0,,1,1,2,1
8471,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,0,1,1,3,2,4,0,1,0,,1,2,2,0
8476,European,European,European,AmericanWhite,AmericanWhite,,,3,4,2,1,1,2,3,2,1,0,1,0,2,2,1,2,0
8477,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,2,1,1,2,2,1,1,1,0,3,2,1,2,1
8478,European,European,European,AmericanWhite,AmericanWhite,,,3,4,1,1,2,1,3,1,1,1,1,1,3,1,1,2,1
8485,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,0,1,1,3,1,2,0,2,1,,1,2,1,
8486,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,0,1,1,1,3,1,0,1,1,,2,0,3,0
8489,European,European,European,AmericanWhite,AmericanWhite,,,,5,1,1,1,1,3,2,1,0,2,0,,1,1,1,1
8490,European,European,European,AmericanWhite,AmericanWhite,,,2,4,1,0,3,2,3,2,4,1,1,0,2,1,0,2,2
8491,European,European,European,AmericanWhite,AmericanWhite,,,2,5,2,0,2,2,3,2,1,0,2,0,4,1,2,2,0
8494,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,1,3,1,3,2,4,0,3,0,,3,1,1,1
8495,European,European,European,AmericanWhite,AmericanWhite,,,,4,2,0,1,1,3,2,1,0,1,1,,2,1,2,2
8496,European,European,European,AmericanWhite,AmericanWhite,,,1,4,1,0,1,1,3,3,,0,1,,2,1,2,1,0
